Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
Gene4685	23	39	10	4	0	83	26	46	7	37
Gene4686	2	0	9	1	0	12	15	31	0	0
Gene4687	63	46	93	41	18	4	13	12	8	5
Gene4688	5	0	3	12	0	9	4	1	8	3
Gene4689	49	85	75	58	8	29	54	42	53	30
Gene4690	18	1	6	2	0	1	44	112	7	13
Gene4691	10	2	7	3	0	12	9	13	41	4
Gene4692	0	0	0	4	0	0	1	0	0	0
Gene4693	32	37	24	12	2	28	27	40	42	35
Gene4694	30	9	22	6	1	10	8	37	43	9
Gene4695	6	1	1	10	0	13	47	10	11	10
Gene4696	0	0	0	0	0	0	1	2	0	0
Gene4697	14	4	17	15	5	6	1	5	3	4
Gene4698	25	24	23	48	12	140	60	62	95	27
Gene4699	2	28	69	11	8	86	34	83	86	80
Gene4700	4	2	2	16	5	45	2	12	20	1
Gene4701	79	35	39	108	13	75	30	136	135	68
Gene4702	0	0	0	0	0	0	0	1	0	0
Gene4703	5	6	3	2	0	2	0	14	5	1
Gene4704	103	121	71	68	12	62	36	59	17	57
Gene4705	0	2	0	0	0	0	0	3	0	0
Gene4706	62	47	72	27	12	51	54	81	67	24
Gene4707	0	2	0	0	0	0	0	6	6	1
Gene4708	37	7	12	20	0	60	13	47	27	28
Gene4709	33	16	30	12	0	12	7	14	15	13
Gene4710	74	22	37	8	0	17	12	18	3	30
Gene4711	11	20	3	2	9	51	143	191	58	131
Gene4712	7	5	10	3	2	0	6	0	6	3
Gene4713	16	4	2	4	0	6	1	13	1	6
Gene4714	74	42	41	70	16	66	53	125	89	103
Gene4715	17	31	6	4	0	29	20	35	48	23
Gene4716	205	104	129	144	53	466	144	407	483	569
Gene4717	9	25	6	8	10	13	33	20	20	11
Gene4718	71	64	79	59	20	52	24	56	22	77
Gene4719	66	143	161	69	20	33	27	47	68	105
Gene4720	493	422	538	189	37	258	195	442	410	101
Gene4721	67	71	69	36	13	55	26	82	64	26
Gene4722	7	35	17	2	1	4	13	5	10	17
Gene4723	9	10	5	10	7	7	2	3	31	24
Gene4724	89	181	55	24	6	128	79	111	172	161
Gene4725	1	2	1	9	0	0	1	0	0	1
Gene4726	8	16	2	14	0	0	1	0	2	1
Gene4727	38	20	37	18	2	115	74	112	338	72
Gene4728	1	4	2	0	0	29	3	84	22	10
Gene4729	3	2	7	9	0	0	20	18	3	1
Gene4730	68	64	109	42	16	54	16	91	16	8
Gene4731	155	105	91	78	21	66	45	46	32	31
Gene4732	16	0	0	2	0	0	0	0	1	3
Gene4733	7	12	7	13	0	4	0	1	4	0
Gene4734	49	33	17	16	0	24	5	57	21	39
Gene4735	3	1	1	2	0	5	2	2	0	0
Gene4736	15	2	6	9	0	3	0	3	4	0
Gene4737	77	39	95	41	19	86	105	250	127	71
Gene4738	18	5	13	10	5	80	35	48	5	30
Gene4739	17	4	8	12	4	1	1	2	4	2
Gene4740	23	5	9	46	0	0	2	1	2	0
Gene4741	8	2	0	0	0	5	4	2	0	0
Gene4742	23	15	50	22	12	8	6	14	12	4
Gene4743	13	31	41	40	0	4	12	14	14	7
Gene4744	3	2	1	0	1	35	6	32	14	15
Gene4745	10	87	10	14	9	2	1	9	1	2
Gene4746	7	23	13	1	3	7	40	22	42	4
Gene4747	0	5	0	4	0	36	0	12	3	7
Gene4748	6	13	2	0	0	4	2	1	4	1
Gene4749	669	136	243	195	29	406	478	628	487	481
Gene4750	1	7	1	1	0	0	0	0	2	1
Gene4751	15	25	17	9	0	24	9	10	73	10
Gene4752	30	9	24	28	2	12	67	29	44	86
Gene4753	1	0	0	3	0	11	0	0	5	9
Gene4754	2	18	3	8	0	11	15	6	7	22
Gene4755	131	54	71	22	9	33	29	23	24	18
Gene4756	5	3	1	0	0	0	3	6	1	0
Gene4757	10	1	11	3	2	1	7	1	3	16
Gene4758	30	38	8	22	21	10	10	18	12	17
Gene4759	244	319	290	291	84	810	888	2097	958	964
Gene4760	5	3	8	0	2	16	0	31	41	3
Gene4761	22	35	66	54	13	234	60	104	38	104
Gene4762	9	0	6	11	0	37	3	28	5	5
Gene4763	0	0	10	0	0	2	0	0	1	2
Gene4764	38	31	16	29	3	8	3	11	11	14
Gene4765	34	42	53	34	15	135	135	209	277	199
Gene4766	270	130	93	234	42	42	36	34	67	37
Gene4767	0	7	4	2	0	9	0	1	3	0
Gene4768	11	13	72	21	4	172	95	149	169	65
Gene4769	2	0	1	10	2	1	2	2	0	0
Gene4770	2	0	2	0	0	0	4	4	0	0
Gene4771	9	2	24	12	1	12	9	3	15	17
Gene4772	197	59	44	44	8	97	74	61	109	53
Gene4773	61	119	57	14	6	45	29	59	17	22
Gene4774	8	0	14	5	3	2	0	16	3	9
Gene4775	17	12	10	11	3	9	5	6	1	14
Gene4776	77	100	52	59	7	6	14	31	5	16
Gene4777	0	5	20	3	1	0	3	3	1	1
Gene4778	7	12	5	7	7	6	8	3	1	2
Gene4779	17	15	10	6	0	5	0	0	0	6
Gene4780	2	4	15	0	3	102	0	6	49	2
Gene4781	1	3	15	27	12	37	26	81	94	18
Gene4782	1	5	1	3	0	7	0	22	5	0
Gene4783	2	16	10	14	0	3	6	21	42	41
Gene4784	47	15	7	15	0	12	10	15	16	15
Gene4785	25	33	56	15	14	60	123	96	48	46
Gene4786	110	110	90	99	16	129	135	63	115	57
Gene4787	137	46	40	52	3	179	131	190	129	73
Gene4788	47	14	21	28	3	76	54	42	148	51
Gene4789	0	8	5	4	2	0	2	13	7	1
Gene4790	6	6	9	4	3	30	33	18	85	46
Gene4791	6	0	2	0	1	0	0	2	10	0
Gene4792	43	41	26	62	20	109	51	134	84	78
Gene4793	14	3	8	11	0	89	19	24	18	28
Gene4794	22	19	11	7	5	6	16	11	24	19
Gene4795	150	104	132	103	35	29	10	7	20	10
Gene4796	24	12	18	7	6	7	7	21	5	15
Gene4797	23	3	21	16	10	10	1	5	5	4
Gene4798	6	0	1	7	0	0	0	2	3	1
Gene4799	7	2	4	0	2	0	1	0	1	0
Gene4800	77	40	27	36	8	99	75	77	91	86
Gene4801	5	26	27	6	7	29	15	46	34	21
Gene4802	94	41	56	52	8	168	138	222	351	207
Gene4803	58	28	17	33	5	4	8	6	6	3
Gene4804	2	2	1	2	0	1	6	1	0	1
Gene4805	13	16	32	10	3	3	6	4	3	2
Gene4806	0	7	15	12	1	16	3	8	31	18
Gene4807	5	6	14	18	1	5	2	1	6	6
Gene4808	45	19	23	40	1	29	6	8	21	16
Gene4809	89	78	42	50	13	315	128	235	387	283
Gene4810	28	48	49	46	17	79	65	93	49	76
Gene4811	70	19	20	8	5	9	18	1	4	7
Gene4812	3	5	2	9	0	0	2	7	1	17
Gene4813	7	0	0	0	0	2	3	4	7	1
Gene4814	19	47	64	11	15	40	47	88	76	46
Gene4815	267	243	218	138	25	537	750	758	1463	562
Gene4816	22	14	13	2	12	9	12	17	30	22
Gene4817	26	38	19	16	9	88	56	78	131	74
Gene4818	111	15	36	13	0	10	8	37	10	19
Gene4819	25	11	18	16	11	35	64	117	89	36
Gene4820	0	1	1	4	2	2	0	0	3	0
Gene4821	3	13	4	7	0	62	36	4	5	46
Gene4822	37	33	32	6	8	12	13	40	30	27
Gene4823	0	0	6	0	0	0	1	0	0	0
Gene4824	9	16	5	3	0	36	7	28	14	59
Gene4825	36	27	21	15	1	4	5	9	9	10
Gene4826	17	27	9	11	0	0	2	1	0	0
Gene4827	28	33	46	42	0	56	4	83	59	65
Gene4828	7	11	3	3	0	3	0	1	0	0
Gene4829	335	238	94	247	40	607	754	1711	1041	1071
Gene4830	91	53	91	39	32	30	36	44	17	15
Gene4831	63	58	78	62	10	90	48	89	51	101
Gene4832	16	16	37	25	3	1	19	22	17	30
Gene4833	20	5	18	30	1	61	29	23	69	43
Gene4834	29	12	9	10	0	49	26	14	44	37
Gene4835	18	5	10	9	3	5	9	7	6	21
Gene4836	9	5	5	1	0	8	4	3	1	6
Gene4837	43	27	14	25	7	36	26	56	35	61
Gene4838	135	44	46	51	6	49	71	92	102	130
Gene4839	6	1	29	10	3	8	4	2	5	4
Gene4840	3	1	4	0	0	1	0	1	0	3
Gene4841	2	0	1	0	0	0	0	0	0	4
Gene4842	1	0	23	6	0	0	2	13	3	6
Gene4843	148	68	84	45	3	225	151	173	171	218
Gene4844	63	24	45	31	7	30	179	159	161	122
Gene4845	68	29	37	20	11	23	38	73	146	27
Gene4846	131	132	119	105	12	95	82	124	93	60
Gene4847	7	10	4	20	5	8	5	14	19	5
Gene4848	11	6	6	3	1	1	17	9	2	4
Gene4849	183	214	82	134	34	200	226	213	269	123
Gene4850	52	36	53	30	9	9	15	19	26	7
Gene4851	6	7	7	2	1	5	17	7	2	2
Gene4852	72	52	27	31	14	20	15	20	30	24
Gene4853	10	10	19	8	7	3	5	1	0	2
Gene4854	7	49	22	12	10	58	89	28	37	101
Gene4855	0	0	1	1	0	1	0	0	0	1
Gene4856	29	65	50	35	8	13	49	38	56	47
Gene4857	0	1	0	0	0	0	3	0	0	0
Gene4858	13	4	13	1	3	9	0	0	2	0
Gene4859	7	0	2	0	0	4	3	1	7	0
Gene4860	43	70	26	63	12	124	119	146	126	156
Gene4861	19	2	7	16	0	15	85	37	52	13
Gene4862	0	1	0	0	0	0	0	0	0	0
Gene4863	38	78	72	18	8	55	6	59	15	45
Gene4864	77	69	42	18	6	6	14	18	15	3
Gene4865	91	115	104	102	31	28	12	28	51	15
Gene4866	10	3	0	1	0	0	2	0	0	0
Gene4867	32	29	26	34	7	112	40	114	181	81
Gene4868	13	14	22	29	1	17	1	2	10	1
Gene4869	6	2	9	21	0	2	3	1	2	2
Gene4870	1	2	0	5	0	9	1	0	0	8
Gene4871	295	246	149	188	37	1887	2329	5318	6702	4219
Gene4872	1	14	14	11	7	0	4	1	4	1
Gene4873	40	1	28	25	5	7	11	14	16	15
Gene4874	89	55	44	43	11	42	25	80	84	35
Gene4875	0	1	0	10	3	2	0	0	1	0
Gene4876	14	30	23	11	4	4	10	15	7	13
Gene4877	10	3	68	8	1	70	12	45	51	33
Gene4878	19	19	11	11	3	79	39	87	101	69
Gene4879	9	26	5	6	0	1	1	2	4	8
Gene4880	85	64	34	28	7	104	93	121	80	81
Gene4881	48	5	41	18	3	1	22	33	25	11
Gene4882	176	102	136	106	30	119	148	91	86	220
Gene4883	189	139	194	267	27	138	153	172	213	117
Gene4884	60	49	90	85	8	301	529	196	409	469
Gene4885	48	85	47	83	9	35	55	60	79	40
Gene4886	139	99	87	80	27	59	19	140	70	92
Gene4887	0	3	1	0	1	1	0	0	0	0
Gene4888	40	10	11	19	9	103	53	63	100	93
Gene4889	18	1	6	0	0	62	30	19	42	15
Gene4890	84	40	109	26	4	57	46	35	18	16
Gene4891	12	3	13	24	0	23	19	11	29	25
Gene4892	276	132	100	130	61	62	42	88	40	40
Gene4893	194	264	188	73	9	195	71	193	110	126
Gene4894	0	0	1	6	0	0	0	0	0	0
Gene4895	24	10	22	13	0	15	10	7	5	6
Gene4896	26	73	16	37	8	12	6	33	22	33
Gene4897	51	51	66	36	26	8	19	17	15	14
Gene4898	79	30	245	71	3	322	116	306	148	505
Gene4899	27	16	41	33	0	14	43	30	17	16
Gene4900	0	0	2	0	0	5	10	2	1	30
Gene4901	165	84	100	130	38	309	231	347	301	112
Gene4902	10	13	34	14	0	16	8	16	16	22
Gene4903	0	1	2	4	5	2	14	2	2	0
Gene4904	89	119	233	120	17	110	102	284	71	125
Gene4905	28	37	38	9	5	24	15	27	22	5
Gene4906	0	2	2	4	0	4	2	5	0	0
Gene4907	17	3	5	7	0	1	2	2	5	2
Gene4908	11	3	3	4	0	10	2	0	6	3
Gene4909	121	32	85	69	19	195	208	376	128	185
Gene4910	60	38	100	42	1	21	22	4	11	11
Gene4911	10	4	1	6	0	0	0	2	14	1
Gene4912	1	5	8	2	1	2	6	0	7	3
Gene4913	29	29	16	57	4	6	2	7	6	11
Gene4914	22	21	12	4	0	7	24	3	9	27
Gene4915	19	18	20	7	2	22	15	17	47	17
Gene4916	14	54	59	6	5	21	23	55	45	4
Gene4917	460	240	425	293	34	453	343	546	409	283
Gene4918	18	2	12	4	3	1	0	6	3	6
Gene4919	22	15	3	16	0	16	24	26	6	46
Gene4920	72	134	31	15	9	82	109	43	71	61
Gene4921	110	81	63	106	24	46	31	17	11	29
Gene4922	14	12	26	38	1	128	63	52	71	87
Gene4923	18	14	1	7	1	9	18	4	19	13
Gene4924	0	1	0	9	0	2	0	0	0	0
Gene4925	43	50	21	12	4	5	2	6	6	2
Gene4926	25	34	41	34	7	6	3	8	6	5
Gene4927	18	22	16	31	4	36	31	25	50	22
Gene4928	4	5	7	7	1	9	1	2	0	1
Gene4929	2	4	8	6	0	7	5	2	2	1
Gene4930	308	336	539	259	52	56	55	67	76	59
Gene4931	10	0	0	1	2	31	45	76	0	4
Gene4932	0	0	14	11	0	4	23	4	7	0
Gene4933	81	10	69	46	2	33	32	52	63	50
Gene4934	28	12	26	2	3	3	21	22	16	9
Gene4935	2	2	2	0	0	0	0	0	0	1
Gene4936	15	20	4	21	0	109	13	9	104	131
Gene4937	6	1	6	8	1	1	2	0	0	3
Gene4938	43	43	53	50	9	32	15	34	42	31
Gene4939	2	0	9	5	0	2	1	1	0	6
Gene4940	32	58	37	20	3	14	24	38	28	17
Gene4941	0	6	1	0	0	0	1	1	0	0
Gene4942	8	11	18	14	1	1	5	5	4	26
Gene4943	16	9	4	0	4	6	7	8	12	2
Gene4944	59	45	74	48	12	41	24	14	9	7
Gene4945	14	36	32	59	0	10	8	9	69	15
Gene4946	81	25	13	9	3	25	45	19	16	19
Gene4947	22	40	59	36	2	39	80	43	80	63
Gene4948	74	41	105	82	4	204	209	307	180	140
Gene4949	152	107	29	49	13	117	63	74	117	94
Gene4950	0	1	20	0	4	2	2	2	5	2
Gene4951	6	0	2	8	6	21	25	40	6	4
Gene4952	24	1	2	1	0	7	1	7	7	33
Gene4953	146	90	162	158	26	146	97	273	155	110
Gene4954	14	21	8	8	1	43	6	26	14	42
Gene4955	0	11	18	3	0	1	1	0	1	1
Gene4956	6	15	22	9	0	5	28	25	14	5
Gene4957	0	0	3	6	4	0	1	1	2	0
Gene4958	10	1	11	7	0	11	6	5	4	8
Gene4959	28	23	48	54	21	24	10	18	41	32
Gene4960	6	3	1	4	0	0	2	0	1	0
Gene4961	15	14	5	13	4	11	11	15	64	12
Gene4962	92	113	147	159	16	158	140	166	204	196
Gene4963	17	17	49	31	7	83	95	97	104	75
Gene4964	31	55	33	10	5	4	2	13	7	3
Gene4965	0	0	0	1	0	0	3	6	4	0
Gene4966	94	43	58	70	11	168	203	555	338	157
Gene4967	69	47	30	14	5	271	121	113	164	132
Gene4968	7	20	11	10	0	42	2	92	13	58
Gene4969	17	18	6	9	0	1	1	6	7	3
Gene4970	14	11	10	1	0	12	19	250	44	24
Gene4971	32	11	57	39	12	50	27	50	18	24
Gene4972	55	24	47	17	0	34	25	43	26	6
Gene4973	484	279	466	318	76	154	125	406	467	443
Gene4974	5	3	4	9	0	1	7	4	2	3
Gene4975	124	90	100	163	52	237	201	212	266	195
Gene4976	46	44	17	27	0	20	59	24	102	24
Gene4977	77	26	28	25	14	28	55	113	56	27
Gene4978	21	55	59	27	16	6	7	9	7	6
Gene4979	43	26	17	29	3	2	4	4	6	5
Gene4980	21	18	18	23	1	0	2	0	3	5
Gene4981	215	241	317	263	43	315	131	448	481	299
Gene4982	1	2	0	0	0	4	3	0	0	0
Gene4983	6	4	21	1	1	4	9	9	0	2
Gene4984	0	0	0	0	0	2	0	0	2	0
Gene4985	7	0	0	3	2	5	1	6	1	0
Gene4986	28	27	13	6	3	15	28	14	23	21
Gene4987	25	6	30	23	3	8	4	12	15	6
Gene4988	67	67	43	86	6	19	13	34	26	17
Gene4989	52	28	30	49	13	25	13	14	12	8
Gene4990	105	10	42	20	2	35	80	37	35	61
Gene4991	52	48	22	12	9	180	70	75	81	116
Gene4992	44	18	47	34	5	51	42	109	97	53
Gene4993	100	70	46	44	5	46	32	95	42	53
Gene4994	86	27	30	59	2	61	60	116	115	102
Gene4995	11	9	22	25	4	5	0	1	1	0
Gene4996	0	0	0	0	0	0	3	0	0	0
Gene4997	30	30	47	15	5	63	37	64	67	47
Gene4998	0	0	2	10	0	0	1	6	1	0
Gene4999	0	0	1	6	0	0	0	0	0	0
Gene5000	1	0	1	0	0	2	5	1	11	11
Gene5001	19	8	17	5	4	4	0	9	2	1
Gene5002	36	59	44	28	2	42	45	167	34	38
Gene5003	23	15	5	6	0	1	0	12	1	3
Gene5004	52	102	49	93	10	39	31	28	8	29
Gene5005	17	9	5	6	0	7	14	11	27	18
Gene5006	3	10	3	8	2	2	8	2	7	1
Gene5007	2	4	6	10	0	11	3	14	10	2
Gene5008	2	4	0	1	0	15	0	17	10	5
Gene5009	42	65	104	51	4	57	44	56	30	44
Gene5010	93	83	111	60	21	119	85	104	147	72
Gene5011	10	23	20	7	4	2	24	6	5	20
Gene5012	10	7	26	8	2	38	15	16	41	32
Gene5013	116	58	106	66	39	218	112	147	121	133
Gene5014	67	51	36	19	2	42	19	115	29	30
Gene5015	95	211	140	113	37	139	39	106	139	93
Gene5016	87	261	72	132	28	108	160	272	201	115
Gene5017	173	73	94	54	27	25	62	46	42	58
Gene5018	70	91	50	39	11	46	37	39	79	23
Gene5019	1	5	1	1	2	10	12	10	19	2
Gene5020	29	9	40	13	8	22	10	26	15	11
Gene5021	27	27	32	12	0	78	49	146	69	71
Gene5022	20	30	19	5	7	85	13	19	41	10
Gene5023	352	349	409	333	67	472	419	550	521	325
Gene5024	344	314	131	178	47	21	37	38	19	52
Gene5025	153	65	111	88	30	51	10	21	52	23
Gene5026	21	19	17	32	10	8	11	22	14	17
Gene5027	0	0	11	1	0	3	5	1	0	0
Gene5028	31	7	5	12	0	19	0	8	4	0
Gene5029	3	15	2	0	3	9	5	2	4	1
Gene5030	22	20	26	17	4	50	25	32	15	99
Gene5031	6	0	0	1	5	1	1	1	0	0
Gene5032	40	26	12	35	7	5	0	6	5	3
Gene5033	66	41	22	16	6	58	22	87	35	68
Gene5034	62	34	29	12	0	13	9	7	19	7
Gene5035	3	1	4	15	4	1	2	3	14	10
Gene5036	12	17	10	3	5	2	6	1	2	4
Gene5037	79	84	101	71	19	37	17	33	31	35
Gene5038	4	0	5	0	4	0	3	4	7	0
Gene5039	19	1	18	10	9	12	6	13	1	0
Gene5040	2	7	1	0	0	0	2	0	0	9
Gene5041	29	29	50	30	9	2	5	5	5	3
Gene5042	62	31	29	33	6	13	2	5	5	9
Gene5043	8	1	4	0	9	1	0	0	2	1
Gene5044	14	38	10	24	0	26	13	21	7	3
Gene5045	35	1	14	4	0	1	0	0	0	4
Gene5046	97	105	85	77	19	428	215	757	450	365
Gene5047	6	6	1	4	1	27	3	5	7	4
Gene5048	49	49	43	40	0	31	37	50	17	58
Gene5049	6	12	8	1	0	4	12	5	4	5
Gene5050	81	199	126	197	16	751	350	375	502	905
Gene5051	160	75	33	43	16	38	33	55	62	24
Gene5052	17	8	4	7	0	0	0	0	0	0
Gene5053	8	0	0	3	0	10	27	5	27	79
Gene5054	204	236	91	91	12	56	184	118	54	132
Gene5055	10	22	24	12	10	32	18	33	67	49
Gene5056	4	9	1	13	0	33	6	2	40	13
Gene5057	163	255	294	301	36	472	250	1079	707	371
Gene5058	57	30	30	27	2	95	54	21	154	71
Gene5059	70	33	28	24	11	23	11	19	14	18
Gene5060	0	1	1	2	0	0	0	1	0	1
Gene5061	282	254	173	412	23	114	37	234	147	114
Gene5062	4	11	1	3	3	4	2	0	1	1
Gene5063	19	11	11	1	12	21	15	36	45	25
Gene5064	198	228	240	134	20	177	153	270	229	199
Gene5065	0	0	0	2	0	5	28	5	4	7
Gene5066	21	7	4	7	6	2	4	14	4	0
Gene5067	215	83	93	132	18	66	22	30	62	51
Gene5068	332	201	156	314	50	84	150	128	50	172
Gene5069	148	103	260	149	21	23	12	14	36	16
Gene5070	8	13	23	13	3	7	22	27	43	176
Gene5071	6	3	11	2	7	23	64	9	5	82
Gene5072	0	3	0	0	3	1	0	0	0	0
Gene5073	42	42	10	41	12	73	25	11	30	37
Gene5074	13	13	49	9	7	8	2	5	36	23
Gene5075	203	52	35	69	10	2	4	11	9	4
Gene5076	1	0	0	5	0	0	0	2	0	0
Gene5077	255	236	173	223	37	26	57	62	63	36
Gene5078	31	12	21	0	2	8	1	2	0	8
Gene5079	4	0	10	3	0	37	19	6	5	33
Gene5080	11	7	18	2	6	10	3	8	1	10
Gene5081	5	5	7	2	0	0	1	1	0	0
Gene5082	99	54	81	50	8	40	29	22	39	29
Gene5083	146	51	105	106	22	94	90	182	204	147
Gene5084	21	13	30	12	6	9	1	4	8	3
Gene5085	7	4	3	17	3	7	4	13	10	4
Gene5086	129	49	87	64	4	4	3	13	7	8
Gene5087	2	16	8	6	0	5	20	10	10	9
Gene5088	12	49	30	16	14	4	1	2	4	3
Gene5089	30	7	10	25	2	11	23	13	18	31
Gene5090	177	181	133	81	31	159	63	108	126	40
Gene5091	7	10	15	25	0	3	0	3	5	2
Gene5092	6	29	0	4	0	22	1	4	2	6
Gene5093	50	57	15	6	12	57	29	43	35	18
Gene5094	4	6	1	3	0	0	1	0	0	2
Gene5095	8	0	5	0	0	16	1	5	5	11
Gene5096	42	45	18	78	3	12	15	44	23	24
Gene5097	34	29	51	38	4	13	9	22	21	7
Gene5098	227	210	112	84	20	169	96	39	91	154
Gene5099	26	19	33	5	6	6	4	6	22	4
Gene5100	22	12	1	27	1	9	6	7	10	9
Gene5101	1	5	18	3	0	1	1	9	24	0
Gene5102	6	38	33	16	3	15	48	34	9	8
Gene5103	15	2	14	14	0	3	2	7	1	12
Gene5104	128	24	15	47	22	106	82	351	138	103
Gene5105	137	85	138	44	21	223	194	238	185	197
Gene5106	45	66	24	67	2	77	50	86	80	90
Gene5107	4	14	10	4	0	14	1	17	12	3
Gene5108	6	0	0	2	0	0	2	0	1	0
Gene5109	47	41	51	33	5	24	13	10	18	19
Gene5110	16	46	135	17	5	53	58	86	97	61
Gene5111	25	10	10	10	7	4	10	15	12	2
Gene5112	4	6	6	3	0	0	2	2	3	3
Gene5113	74	137	124	27	14	274	191	422	284	227
Gene5114	16	31	33	15	0	31	9	11	18	24
Gene5115	48	65	48	69	18	472	214	990	350	561
Gene5116	35	5	52	6	2	7	6	63	2	23
Gene5117	14	33	28	13	9	265	104	102	98	82
Gene5118	15	0	5	2	0	0	6	4	10	3
Gene5119	8	5	6	13	7	16	25	66	14	59
Gene5120	76	51	19	14	1	10	3	28	8	14
Gene5121	0	5	1	3	0	0	1	2	3	0
Gene5122	4	14	15	12	4	73	73	39	28	14
Gene5123	25	26	8	10	10	59	50	117	60	90
Gene5124	67	100	45	56	10	26	22	69	40	82
Gene5125	414	145	296	139	20	84	102	148	108	102
Gene5126	42	48	63	64	26	121	49	301	193	57
Gene5127	11	7	2	6	0	0	6	12	1	5
Gene5128	69	59	90	37	37	29	35	31	37	22
Gene5129	16	2	2	9	0	3	6	7	4	6
Gene5130	60	64	133	102	11	22	22	19	27	18
Gene5131	1	0	3	4	0	0	6	0	2	2
Gene5132	51	21	47	31	9	90	14	153	56	130
Gene5133	23	37	15	15	3	12	7	7	10	9
Gene5134	17	19	30	22	7	14	3	2	2	6
Gene5135	83	80	48	38	10	27	4	10	22	9
Gene5136	2	1	0	0	2	1	0	2	1	1
Gene5137	0	0	11	2	5	0	6	5	2	0
Gene5138	10	5	8	10	5	6	25	6	60	17
Gene5139	6	2	10	22	3	9	18	4	26	3
Gene5140	7	12	6	15	4	1	1	4	1	0
Gene5141	7	25	12	14	10	8	9	13	15	11
Gene5142	6	8	41	17	5	2	5	3	1	11
Gene5143	0	0	1	0	0	0	2	1	5	0
Gene5144	158	139	132	69	41	223	288	348	199	282
Gene5145	0	0	0	4	0	0	0	0	28	1
Gene5146	46	90	55	92	16	360	571	1089	336	262
Gene5147	13	6	8	8	0	48	33	27	11	12
Gene5148	30	45	14	17	12	512	485	196	170	118
Gene5149	5	3	4	5	0	12	6	46	78	15
Gene5150	5	11	6	5	1	2	1	1	1	4
Gene5151	56	74	29	18	9	48	31	32	71	60
Gene5152	12	33	23	13	2	6	22	37	23	3
Gene5153	58	44	32	23	3	4	1	5	4	1
Gene5154	164	63	95	60	21	11	13	21	4	9
Gene5155	10	25	10	5	3	7	6	5	19	6
Gene5156	32	10	3	13	3	34	43	14	25	35
Gene5157	14	45	19	7	5	7	5	29	26	21
Gene5158	76	116	76	49	30	54	17	54	43	33
Gene5159	22	31	8	10	0	2	2	21	5	8
Gene5160	51	46	33	32	6	85	202	153	175	119
Gene5161	13	7	25	12	2	0	3	6	16	42
Gene5162	161	66	112	143	29	163	62	105	106	80
Gene5163	22	10	3	41	6	2	0	0	0	1
Gene5164	12	7	9	14	4	45	41	74	76	64
Gene5165	33	57	41	35	5	87	93	99	94	34
Gene5166	20	2	2	7	5	17	7	14	57	57
Gene5167	23	69	37	76	21	57	40	74	68	64
Gene5168	19	11	8	0	0	3	3	7	3	1
Gene5169	20	40	22	15	5	6	1	4	11	7
Gene5170	155	192	146	137	4	698	1281	790	552	959
Gene5171	0	0	1	0	0	0	5	0	3	0
Gene5172	131	91	65	55	20	104	54	129	75	49
Gene5173	7	0	4	3	0	1	13	3	1	5
Gene5174	27	17	2	18	0	5	25	25	14	11
Gene5175	1	7	3	6	0	2	0	1	0	1
Gene5176	0	9	13	15	0	7	3	7	0	3
Gene5177	0	0	0	1	0	7	1	5	1	0
Gene5178	96	60	135	58	18	21	18	2	4	11
Gene5179	0	1	10	6	0	4	1	4	0	1
Gene5180	9	15	18	13	10	4	4	0	2	1
Gene5181	7	3	19	2	0	9	4	7	6	7
Gene5182	8	34	7	12	4	3	6	5	6	4
Gene5183	0	0	0	0	0	0	0	0	2	0
Gene5184	0	0	2	0	0	0	1	2	1	0
Gene5185	118	43	129	98	12	70	28	29	39	51
Gene5186	160	34	45	73	10	27	25	29	34	17
Gene5187	2	1	2	1	0	0	2	5	1	1
Gene5188	0	0	1	0	0	0	8	1	20	0
Gene5189	14	65	58	16	14	62	150	150	50	28
Gene5190	6	6	0	5	0	68	7	54	0	11
Gene5191	46	25	34	21	0	4	15	2	17	6
Gene5192	129	23	56	101	7	21	33	11	34	46
Gene5193	18	23	6	4	0	1	3	9	9	0
Gene5194	4	0	4	1	0	8	2	0	1	5
Gene5195	75	74	27	27	2	80	97	184	129	85
Gene5196	14	8	16	13	0	6	33	91	51	25
Gene5197	15	8	38	12	3	99	37	60	78	44
Gene5198	11	2	10	3	0	6	0	0	0	0
Gene5199	9	9	8	5	3	2	0	0	0	0
Gene5200	5	26	72	19	8	10	8	5	8	11
Gene5201	37	5	6	4	0	1	2	1	2	0
Gene5202	27	15	19	6	2	59	32	71	34	18
Gene5203	64	83	23	31	2	66	59	163	70	52
Gene5204	45	72	43	26	0	13	18	13	19	11
Gene5205	15	11	31	14	2	5	9	4	4	5
Gene5206	6	14	16	12	0	35	27	10	14	7
Gene5207	46	41	13	6	6	28	24	8	4	31
Gene5208	54	56	32	29	3	64	70	212	69	137
Gene5209	27	14	54	4	0	9	10	12	9	5
Gene5210	0	1	1	1	0	3	2	10	2	1
Gene5211	43	18	39	22	1	10	34	37	38	2
Gene5212	0	0	0	0	1	1	0	0	1	0
Gene5213	37	23	28	3	10	12	11	17	3	10
Gene5214	8	0	2	13	0	1	0	10	0	0
Gene5215	0	0	10	8	0	14	29	1	0	6
Gene5216	3	5	1	0	0	2	2	0	0	1
Gene5217	103	11	85	81	4	142	76	234	152	85
Gene5218	45	15	12	8	1	78	22	101	71	39
Gene5219	6	1	8	0	0	0	0	0	1	12
Gene5220	1	24	1	4	0	0	7	5	1	1
